State,Type,County,Motivation,Crime Count,Year
Florida,Cities,Casselberry,Race,0,2016
Florida,Cities,Casselberry,Religion,1,2016
Florida,Cities,Casselberry,Sexual orientation,0,2016
Florida,Cities,Casselberry,Disability,0,2016
Florida,Cities,Casselberry,Gender,0,2016
Florida,Cities,Casselberry,Gender Identity,0,2016
Florida,Cities,Cocoa,Race,0,2016
Florida,Cities,Cocoa,Religion,0,2016
Florida,Cities,Cocoa,Sexual orientation,1,2016
Florida,Cities,Cocoa,Disability,0,2016
Florida,Cities,Cocoa,Gender,0,2016
Florida,Cities,Cocoa,Gender Identity,0,2016
Florida,Cities,Coral Gables,Race,1,2016
Florida,Cities,Coral Gables,Religion,0,2016
Florida,Cities,Coral Gables,Sexual orientation,0,2016
Florida,Cities,Coral Gables,Disability,0,2016
Florida,Cities,Coral Gables,Gender,0,2016
Florida,Cities,Coral Gables,Gender Identity,0,2016
Florida,Cities,Davie,Race,3,2016
Florida,Cities,Davie,Religion,1,2016
Florida,Cities,Davie,Sexual orientation,1,2016
Florida,Cities,Davie,Disability,0,2016
Florida,Cities,Davie,Gender,0,2016
Florida,Cities,Davie,Gender Identity,0,2016
Florida,Cities,Fort Myers,Race,2,2016
Florida,Cities,Fort Myers,Religion,0,2016
Florida,Cities,Fort Myers,Sexual orientation,1,2016
Florida,Cities,Fort Myers,Disability,0,2016
Florida,Cities,Fort Myers,Gender,0,2016
Florida,Cities,Fort Myers,Gender Identity,0,2016
Florida,Cities,Gainesville,Race,4,2016
Florida,Cities,Gainesville,Religion,0,2016
Florida,Cities,Gainesville,Sexual orientation,0,2016
Florida,Cities,Gainesville,Disability,0,2016
Florida,Cities,Gainesville,Gender,0,2016
Florida,Cities,Gainesville,Gender Identity,0,2016
Florida,Cities,Homestead,Race,1,2016
Florida,Cities,Homestead,Religion,0,2016
Florida,Cities,Homestead,Sexual orientation,1,2016
Florida,Cities,Homestead,Disability,0,2016
Florida,Cities,Homestead,Gender,0,2016
Florida,Cities,Homestead,Gender Identity,0,2016
Florida,Cities,Largo,Race,1,2016
Florida,Cities,Largo,Religion,0,2016
Florida,Cities,Largo,Sexual orientation,1,2016
Florida,Cities,Largo,Disability,0,2016
Florida,Cities,Largo,Gender,0,2016
Florida,Cities,Largo,Gender Identity,0,2016
Florida,Cities,Miami Beach,Race,0,2016
Florida,Cities,Miami Beach,Religion,4,2016
Florida,Cities,Miami Beach,Sexual orientation,12,2016
Florida,Cities,Miami Beach,Disability,1,2016
Florida,Cities,Miami Beach,Gender,0,2016
Florida,Cities,Miami Beach,Gender Identity,0,2016
Florida,Cities,New Port Richey,Race,2,2016
Florida,Cities,New Port Richey,Religion,0,2016
Florida,Cities,New Port Richey,Sexual orientation,0,2016
Florida,Cities,New Port Richey,Disability,0,2016
Florida,Cities,New Port Richey,Gender,0,2016
Florida,Cities,New Port Richey,Gender Identity,0,2016
Florida,Cities,North Miami,Race,0,2016
Florida,Cities,North Miami,Religion,0,2016
Florida,Cities,North Miami,Sexual orientation,1,2016
Florida,Cities,North Miami,Disability,0,2016
Florida,Cities,North Miami,Gender,0,2016
Florida,Cities,North Miami,Gender Identity,0,2016
Florida,Cities,North Miami Beach,Race,0,2016
Florida,Cities,North Miami Beach,Religion,2,2016
Florida,Cities,North Miami Beach,Sexual orientation,0,2016
Florida,Cities,North Miami Beach,Disability,0,2016
Florida,Cities,North Miami Beach,Gender,0,2016
Florida,Cities,North Miami Beach,Gender Identity,0,2016
Florida,Cities,Oakland Park,Race,0,2016
Florida,Cities,Oakland Park,Religion,0,2016
Florida,Cities,Oakland Park,Sexual orientation,1,2016
Florida,Cities,Oakland Park,Disability,0,2016
Florida,Cities,Oakland Park,Gender,0,2016
Florida,Cities,Oakland Park,Gender Identity,0,2016
Florida,Cities,Orlando,Race,3,2016
Florida,Cities,Orlando,Religion,1,2016
Florida,Cities,Orlando,Sexual orientation,1,2016
Florida,Cities,Orlando,Disability,0,2016
Florida,Cities,Orlando,Gender,0,2016
Florida,Cities,Orlando,Gender Identity,0,2016
Florida,Cities,Palm Bay,Race,3,2016
Florida,Cities,Palm Bay,Religion,1,2016
Florida,Cities,Palm Bay,Sexual orientation,0,2016
Florida,Cities,Palm Bay,Disability,0,2016
Florida,Cities,Palm Bay,Gender,0,2016
Florida,Cities,Palm Bay,Gender Identity,0,2016
Florida,Cities,Pinellas Park,Race,1,2016
Florida,Cities,Pinellas Park,Religion,0,2016
Florida,Cities,Pinellas Park,Sexual orientation,0,2016
Florida,Cities,Pinellas Park,Disability,0,2016
Florida,Cities,Pinellas Park,Gender,0,2016
Florida,Cities,Pinellas Park,Gender Identity,0,2016
Florida,Cities,Southwest Ranches,Race,1,2016
Florida,Cities,Southwest Ranches,Religion,1,2016
Florida,Cities,Southwest Ranches,Sexual orientation,0,2016
Florida,Cities,Southwest Ranches,Disability,0,2016
Florida,Cities,Southwest Ranches,Gender,0,2016
Florida,Cities,Southwest Ranches,Gender Identity,0,2016
Florida,Cities,Sunrise,Race,0,2016
Florida,Cities,Sunrise,Religion,1,2016
Florida,Cities,Sunrise,Sexual orientation,0,2016
Florida,Cities,Sunrise,Disability,0,2016
Florida,Cities,Sunrise,Gender,0,2016
Florida,Cities,Sunrise,Gender Identity,0,2016
Florida,Cities,Tamarac,Race,0,2016
Florida,Cities,Tamarac,Religion,0,2016
Florida,Cities,Tamarac,Sexual orientation,1,2016
Florida,Cities,Tamarac,Disability,0,2016
Florida,Cities,Tamarac,Gender,0,2016
Florida,Cities,Tamarac,Gender Identity,0,2016
Florida,Cities,Tampa,Race,2,2016
Florida,Cities,Tampa,Religion,0,2016
Florida,Cities,Tampa,Sexual orientation,1,2016
Florida,Cities,Tampa,Disability,0,2016
Florida,Cities,Tampa,Gender,0,2016
Florida,Cities,Tampa,Gender Identity,0,2016
Florida,Cities,Temple Terrace,Race,0,2016
Florida,Cities,Temple Terrace,Religion,0,2016
Florida,Cities,Temple Terrace,Sexual orientation,1,2016
Florida,Cities,Temple Terrace,Disability,0,2016
Florida,Cities,Temple Terrace,Gender,0,2016
Florida,Cities,Temple Terrace,Gender Identity,0,2016
Florida,Cities,Titusville,Race,0,2016
Florida,Cities,Titusville,Religion,1,2016
Florida,Cities,Titusville,Sexual orientation,0,2016
Florida,Cities,Titusville,Disability,0,2016
Florida,Cities,Titusville,Gender,0,2016
Florida,Cities,Titusville,Gender Identity,0,2016
Florida,Cities,West Palm Beach,Race,0,2016
Florida,Cities,West Palm Beach,Religion,1,2016
Florida,Cities,West Palm Beach,Sexual orientation,0,2016
Florida,Cities,West Palm Beach,Disability,0,2016
Florida,Cities,West Palm Beach,Gender,0,2016
Florida,Cities,West Palm Beach,Gender Identity,0,2016
Florida,Cities,West Park,Race,1,2016
Florida,Cities,West Park,Religion,0,2016
Florida,Cities,West Park,Sexual orientation,0,2016
Florida,Cities,West Park,Disability,0,2016
Florida,Cities,West Park,Gender,0,2016
Florida,Cities,West Park,Gender Identity,0,2016
Florida,Universities and Colleges,Total,Race,1,2016
Florida,Universities and Colleges,Total,Religion,0,2016
Florida,Universities and Colleges,Total,Sexual orientation,0,2016
Florida,Universities and Colleges,Total,Disability,0,2016
Florida,Universities and Colleges,Total,Gender,0,2016
Florida,Universities and Colleges,Total,Gender Identity,0,2016
Florida,Universities and Colleges,University of Florida,Race,1,2016
Florida,Universities and Colleges,University of Florida,Religion,0,2016
Florida,Universities and Colleges,University of Florida,Sexual orientation,0,2016
Florida,Universities and Colleges,University of Florida,Disability,0,2016
Florida,Universities and Colleges,University of Florida,Gender,0,2016
Florida,Universities and Colleges,University of Florida,Gender Identity,0,2016
Florida,Metropolitan Counties,Total,Race,15,2016
Florida,Metropolitan Counties,Total,Religion,5,2016
Florida,Metropolitan Counties,Total,Sexual orientation,9,2016
Florida,Metropolitan Counties,Total,Disability,0,2016
Florida,Metropolitan Counties,Total,Gender,0,2016
Florida,Metropolitan Counties,Total,Gender Identity,1,2016
Florida,Metropolitan Counties,Brevard,Race,1,2016
Florida,Metropolitan Counties,Brevard,Religion,0,2016
Florida,Metropolitan Counties,Brevard,Sexual orientation,2,2016
Florida,Metropolitan Counties,Brevard,Disability,0,2016
Florida,Metropolitan Counties,Brevard,Gender,0,2016
Florida,Metropolitan Counties,Brevard,Gender Identity,0,2016
Florida,Metropolitan Counties,Charlotte,Race,1,2016
Florida,Metropolitan Counties,Charlotte,Religion,0,2016
Florida,Metropolitan Counties,Charlotte,Sexual orientation,0,2016
Florida,Metropolitan Counties,Charlotte,Disability,0,2016
Florida,Metropolitan Counties,Charlotte,Gender,0,2016
Florida,Metropolitan Counties,Charlotte,Gender Identity,0,2016
Florida,Metropolitan Counties,Clay,Race,2,2016
Florida,Metropolitan Counties,Clay,Religion,0,2016
Florida,Metropolitan Counties,Clay,Sexual orientation,0,2016
Florida,Metropolitan Counties,Clay,Disability,0,2016
Florida,Metropolitan Counties,Clay,Gender,0,2016
Florida,Metropolitan Counties,Clay,Gender Identity,0,2016
Florida,Metropolitan Counties,Escambia,Race,2,2016
Florida,Metropolitan Counties,Escambia,Religion,0,2016
Florida,Metropolitan Counties,Escambia,Sexual orientation,0,2016
Florida,Metropolitan Counties,Escambia,Disability,0,2016
Florida,Metropolitan Counties,Escambia,Gender,0,2016
Florida,Metropolitan Counties,Escambia,Gender Identity,0,2016
Florida,Metropolitan Counties,Hillsborough,Race,1,2016
Florida,Metropolitan Counties,Hillsborough,Religion,0,2016
Florida,Metropolitan Counties,Hillsborough,Sexual orientation,0,2016
Florida,Metropolitan Counties,Hillsborough,Disability,0,2016
Florida,Metropolitan Counties,Hillsborough,Gender,0,2016
Florida,Metropolitan Counties,Hillsborough,Gender Identity,0,2016
Florida,Metropolitan Counties,Lake,Race,1,2016
Florida,Metropolitan Counties,Lake,Religion,0,2016
Florida,Metropolitan Counties,Lake,Sexual orientation,0,2016
Florida,Metropolitan Counties,Lake,Disability,0,2016
Florida,Metropolitan Counties,Lake,Gender,0,2016
Florida,Metropolitan Counties,Lake,Gender Identity,0,2016
Florida,Metropolitan Counties,Lee,Race,1,2016
Florida,Metropolitan Counties,Lee,Religion,0,2016
Florida,Metropolitan Counties,Lee,Sexual orientation,1,2016
Florida,Metropolitan Counties,Lee,Disability,0,2016
Florida,Metropolitan Counties,Lee,Gender,0,2016
Florida,Metropolitan Counties,Lee,Gender Identity,0,2016
Florida,Metropolitan Counties,Miami-Dade,Race,0,2016
Florida,Metropolitan Counties,Miami-Dade,Religion,1,2016
Florida,Metropolitan Counties,Miami-Dade,Sexual orientation,0,2016
Florida,Metropolitan Counties,Miami-Dade,Disability,0,2016
Florida,Metropolitan Counties,Miami-Dade,Gender,0,2016
Florida,Metropolitan Counties,Miami-Dade,Gender Identity,0,2016
Florida,Metropolitan Counties,Orange,Race,0,2016
Florida,Metropolitan Counties,Orange,Religion,1,2016
Florida,Metropolitan Counties,Orange,Sexual orientation,1,2016
Florida,Metropolitan Counties,Orange,Disability,0,2016
Florida,Metropolitan Counties,Orange,Gender,0,2016
Florida,Metropolitan Counties,Orange,Gender Identity,1,2016
Florida,Metropolitan Counties,Osceola,Race,1,2016
Florida,Metropolitan Counties,Osceola,Religion,0,2016
Florida,Metropolitan Counties,Osceola,Sexual orientation,0,2016
Florida,Metropolitan Counties,Osceola,Disability,0,2016
Florida,Metropolitan Counties,Osceola,Gender,0,2016
Florida,Metropolitan Counties,Osceola,Gender Identity,0,2016
Florida,Metropolitan Counties,Palm Beach,Race,0,2016
Florida,Metropolitan Counties,Palm Beach,Religion,1,2016
Florida,Metropolitan Counties,Palm Beach,Sexual orientation,0,2016
Florida,Metropolitan Counties,Palm Beach,Disability,0,2016
Florida,Metropolitan Counties,Palm Beach,Gender,0,2016
Florida,Metropolitan Counties,Palm Beach,Gender Identity,0,2016
Florida,Metropolitan Counties,Pasco,Race,0,2016
Florida,Metropolitan Counties,Pasco,Religion,0,2016
Florida,Metropolitan Counties,Pasco,Sexual orientation,1,2016
Florida,Metropolitan Counties,Pasco,Disability,0,2016
Florida,Metropolitan Counties,Pasco,Gender,0,2016
Florida,Metropolitan Counties,Pasco,Gender Identity,0,2016
Florida,Metropolitan Counties,Pinellas,Race,1,2016
Florida,Metropolitan Counties,Pinellas,Religion,0,2016
Florida,Metropolitan Counties,Pinellas,Sexual orientation,1,2016
Florida,Metropolitan Counties,Pinellas,Disability,0,2016
Florida,Metropolitan Counties,Pinellas,Gender,0,2016
Florida,Metropolitan Counties,Pinellas,Gender Identity,0,2016
Florida,Metropolitan Counties,Seminole,Race,0,2016
Florida,Metropolitan Counties,Seminole,Religion,1,2016
Florida,Metropolitan Counties,Seminole,Sexual orientation,0,2016
Florida,Metropolitan Counties,Seminole,Disability,0,2016
Florida,Metropolitan Counties,Seminole,Gender,0,2016
Florida,Metropolitan Counties,Seminole,Gender Identity,0,2016
Florida,Metropolitan Counties,St. Johns,Race,0,2016
Florida,Metropolitan Counties,St. Johns,Religion,0,2016
Florida,Metropolitan Counties,St. Johns,Sexual orientation,1,2016
Florida,Metropolitan Counties,St. Johns,Disability,0,2016
Florida,Metropolitan Counties,St. Johns,Gender,0,2016
Florida,Metropolitan Counties,St. Johns,Gender Identity,0,2016
Florida,Metropolitan Counties,St. Lucie,Race,0,2016
Florida,Metropolitan Counties,St. Lucie,Religion,1,2016
Florida,Metropolitan Counties,St. Lucie,Sexual orientation,0,2016
Florida,Metropolitan Counties,St. Lucie,Disability,0,2016
Florida,Metropolitan Counties,St. Lucie,Gender,0,2016
Florida,Metropolitan Counties,St. Lucie,Gender Identity,0,2016
Florida,Metropolitan Counties,Volusia,Race,4,2016
Florida,Metropolitan Counties,Volusia,Religion,0,2016
Florida,Metropolitan Counties,Volusia,Sexual orientation,2,2016
Florida,Metropolitan Counties,Volusia,Disability,0,2016
Florida,Metropolitan Counties,Volusia,Gender,0,2016
Florida,Metropolitan Counties,Volusia,Gender Identity,0,2016
Georgia,Total,Total,Race,25,2016
Georgia,Total,Total,Religion,2,2016
Georgia,Total,Total,Sexual orientation,12,2016
Georgia,Total,Total,Disability,0,2016
Georgia,Total,Total,Gender,0,2016
Georgia,Total,Total,Gender Identity,0,2016
Georgia,Cities,Total,Race,1,2016
Georgia,Cities,Total,Religion,0,2016
Georgia,Cities,Total,Sexual orientation,5,2016
Georgia,Cities,Total,Disability,0,2016
Georgia,Cities,Total,Gender,0,2016
Georgia,Cities,Total,Gender Identity,0,2016
Georgia,Cities,Atlanta,Race,0,2016
Georgia,Cities,Atlanta,Religion,0,2016
Georgia,Cities,Atlanta,Sexual orientation,5,2016
Georgia,Cities,Atlanta,Disability,0,2016
Georgia,Cities,Atlanta,Gender,0,2016
Georgia,Cities,Atlanta,Gender Identity,0,2016
Georgia,Cities,Conyers,Race,1,2016
Georgia,Cities,Conyers,Religion,0,2016
Georgia,Cities,Conyers,Sexual orientation,0,2016
Georgia,Cities,Conyers,Disability,0,2016
Georgia,Cities,Conyers,Gender,0,2016
Georgia,Cities,Conyers,Gender Identity,0,2016
Georgia,Universities and Colleges,Total,Race,1,2016
Georgia,Universities and Colleges,Total,Religion,0,2016
Georgia,Universities and Colleges,Total,Sexual orientation,0,2016
Georgia,Universities and Colleges,Total,Disability,0,2016
Georgia,Universities and Colleges,Total,Gender,0,2016
Georgia,Universities and Colleges,Total,Gender Identity,0,2016
Georgia,Universities and Colleges,University of Georgia,Race,1,2016
Georgia,Universities and Colleges,University of Georgia,Religion,0,2016
Georgia,Universities and Colleges,University of Georgia,Sexual orientation,0,2016
Georgia,Universities and Colleges,University of Georgia,Disability,0,2016
Georgia,Universities and Colleges,University of Georgia,Gender,0,2016
Georgia,Universities and Colleges,University of Georgia,Gender Identity,0,2016
Georgia,Metropolitan Counties,Total,Race,23,2016
Georgia,Metropolitan Counties,Total,Religion,2,2016
Georgia,Metropolitan Counties,Total,Sexual orientation,7,2016
Georgia,Metropolitan Counties,Total,Disability,0,2016
Georgia,Metropolitan Counties,Total,Gender,0,2016
Georgia,Metropolitan Counties,Total,Gender Identity,0,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Race,19,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Religion,2,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Sexual orientation,4,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Disability,0,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Gender,0,2016
Georgia,Metropolitan Counties,Cobb County Police Department,Gender Identity,0,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Race,0,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Religion,0,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Sexual orientation,1,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Disability,0,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Gender,0,2016
Georgia,Metropolitan Counties,Fulton County Police Department,Gender Identity,0,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Race,4,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Religion,0,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Sexual orientation,2,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Disability,0,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Gender,0,2016
Georgia,Metropolitan Counties,Gwinnett County Police Department,Gender Identity,0,2016
Idaho,Total,Total,Race,16,2016
Idaho,Total,Total,Religion,7,2016
Idaho,Total,Total,Sexual orientation,4,2016
Idaho,Total,Total,Disability,0,2016
Idaho,Total,Total,Gender,0,2016
Idaho,Total,Total,Gender Identity,0,2016
Idaho,Cities,Total,Race,13,2016
Idaho,Cities,Total,Religion,6,2016
Idaho,Cities,Total,Sexual orientation,3,2016
Idaho,Cities,Total,Disability,0,2016
Idaho,Cities,Total,Gender,0,2016
Idaho,Cities,Total,Gender Identity,0,2016
Idaho,Cities,Blackfoot,Race,0,2016
Idaho,Cities,Blackfoot,Religion,0,2016
Idaho,Cities,Blackfoot,Sexual orientation,1,2016
Idaho,Cities,Blackfoot,Disability,0,2016
Idaho,Cities,Blackfoot,Gender,0,2016
Idaho,Cities,Blackfoot,Gender Identity,0,2016
Idaho,Cities,Boise,Race,0,2016
Idaho,Cities,Boise,Religion,2,2016
Idaho,Cities,Boise,Sexual orientation,1,2016
Idaho,Cities,Boise,Disability,0,2016
Idaho,Cities,Boise,Gender,0,2016
Idaho,Cities,Boise,Gender Identity,0,2016
Idaho,Cities,Chubbuck,Race,1,2016
Idaho,Cities,Chubbuck,Religion,0,2016
Idaho,Cities,Chubbuck,Sexual orientation,0,2016
Idaho,Cities,Chubbuck,Disability,0,2016
Idaho,Cities,Chubbuck,Gender,0,2016
Idaho,Cities,Chubbuck,Gender Identity,0,2016
Idaho,Cities,Coeur d'Alene,Race,3,2016
Idaho,Cities,Coeur d'Alene,Religion,2,2016
Idaho,Cities,Coeur d'Alene,Sexual orientation,0,2016
Idaho,Cities,Coeur d'Alene,Disability,0,2016
Idaho,Cities,Coeur d'Alene,Gender,0,2016
Idaho,Cities,Coeur d'Alene,Gender Identity,0,2016
Idaho,Cities,Meridian,Race,1,2016
Idaho,Cities,Meridian,Religion,1,2016
Idaho,Cities,Meridian,Sexual orientation,0,2016
Idaho,Cities,Meridian,Disability,0,2016
Idaho,Cities,Meridian,Gender,0,2016
Idaho,Cities,Meridian,Gender Identity,0,2016
Idaho,Cities,Moscow,Race,0,2016
Idaho,Cities,Moscow,Religion,0,2016
Idaho,Cities,Moscow,Sexual orientation,1,2016
Idaho,Cities,Moscow,Disability,0,2016
Idaho,Cities,Moscow,Gender,0,2016
Idaho,Cities,Moscow,Gender Identity,0,2016
Idaho,Cities,Mountain Home,Race,1,2016
Idaho,Cities,Mountain Home,Religion,0,2016
Idaho,Cities,Mountain Home,Sexual orientation,0,2016
Idaho,Cities,Mountain Home,Disability,0,2016
Idaho,Cities,Mountain Home,Gender,0,2016
Idaho,Cities,Mountain Home,Gender Identity,0,2016
Idaho,Cities,Nampa,Race,2,2016
Idaho,Cities,Nampa,Religion,0,2016
Idaho,Cities,Nampa,Sexual orientation,0,2016
Idaho,Cities,Nampa,Disability,0,2016
Idaho,Cities,Nampa,Gender,0,2016
Idaho,Cities,Nampa,Gender Identity,0,2016
Idaho,Cities,Payette,Race,0,2016
Idaho,Cities,Payette,Religion,1,2016
Idaho,Cities,Payette,Sexual orientation,0,2016
Idaho,Cities,Payette,Disability,0,2016
Idaho,Cities,Payette,Gender,0,2016
Idaho,Cities,Payette,Gender Identity,0,2016
Idaho,Cities,Pocatello,Race,3,2016
Idaho,Cities,Pocatello,Religion,0,2016
Idaho,Cities,Pocatello,Sexual orientation,0,2016
Idaho,Cities,Pocatello,Disability,0,2016
Idaho,Cities,Pocatello,Gender,0,2016
Idaho,Cities,Pocatello,Gender Identity,0,2016
Idaho,Cities,Twin Falls,Race,2,2016
Idaho,Cities,Twin Falls,Religion,0,2016
Idaho,Cities,Twin Falls,Sexual orientation,0,2016
Idaho,Cities,Twin Falls,Disability,0,2016
Idaho,Cities,Twin Falls,Gender,0,2016
Idaho,Cities,Twin Falls,Gender Identity,0,2016
Idaho,Metropolitan Counties,Total,Race,2,2016
Idaho,Metropolitan Counties,Total,Religion,1,2016
Idaho,Metropolitan Counties,Total,Sexual orientation,1,2016
Idaho,Metropolitan Counties,Total,Disability,0,2016
Idaho,Metropolitan Counties,Total,Gender,0,2016
Idaho,Metropolitan Counties,Total,Gender Identity,0,2016
Idaho,Metropolitan Counties,Ada,Race,0,2016
Idaho,Metropolitan Counties,Ada,Religion,1,2016
Idaho,Metropolitan Counties,Ada,Sexual orientation,0,2016
Idaho,Metropolitan Counties,Ada,Disability,0,2016
Idaho,Metropolitan Counties,Ada,Gender,0,2016
Idaho,Metropolitan Counties,Ada,Gender Identity,0,2016
Idaho,Metropolitan Counties,Canyon,Race,2,2016
Idaho,Metropolitan Counties,Canyon,Religion,0,2016
Idaho,Metropolitan Counties,Canyon,Sexual orientation,1,2016
Idaho,Metropolitan Counties,Canyon,Disability,0,2016
Idaho,Metropolitan Counties,Canyon,Gender,0,2016
Idaho,Metropolitan Counties,Canyon,Gender Identity,0,2016
Idaho,Nonmetropolitan Counties,Total,Race,1,2016
Idaho,Nonmetropolitan Counties,Total,Religion,0,2016
Idaho,Nonmetropolitan Counties,Total,Sexual orientation,0,2016
Idaho,Nonmetropolitan Counties,Total,Disability,0,2016
Idaho,Nonmetropolitan Counties,Total,Gender,0,2016
Idaho,Nonmetropolitan Counties,Total,Gender Identity,0,2016
Idaho,Nonmetropolitan Counties,Benewah,Race,1,2016
Idaho,Nonmetropolitan Counties,Benewah,Religion,0,2016
Idaho,Nonmetropolitan Counties,Benewah,Sexual orientation,0,2016
Idaho,Nonmetropolitan Counties,Benewah,Disability,0,2016
Idaho,Nonmetropolitan Counties,Benewah,Gender,0,2016
Idaho,Nonmetropolitan Counties,Benewah,Gender Identity,0,2016
Illinois,Total,Total,Race,73,2016
Illinois,Total,Total,Religion,13,2016
Illinois,Total,Total,Sexual orientation,21,2016
Illinois,Total,Total,Disability,0,2016
Illinois,Total,Total,Gender,1,2016
Illinois,Total,Total,Gender Identity,3,2016
Illinois,Cities,Total,Race,71,2016
Illinois,Cities,Total,Religion,12,2016
Illinois,Cities,Total,Sexual orientation,20,2016
Illinois,Cities,Total,Disability,0,2016
Illinois,Cities,Total,Gender,0,2016
Illinois,Cities,Total,Gender Identity,3,2016
Illinois,Cities,Algonquin,Race,2,2016
Illinois,Cities,Algonquin,Religion,0,2016
Illinois,Cities,Algonquin,Sexual orientation,0,2016
Illinois,Cities,Algonquin,Disability,0,2016
Illinois,Cities,Algonquin,Gender,0,2016
Illinois,Cities,Algonquin,Gender Identity,0,2016
Illinois,Cities,Aurora,Race,3,2016
Illinois,Cities,Aurora,Religion,0,2016
Illinois,Cities,Aurora,Sexual orientation,0,2016
Illinois,Cities,Aurora,Disability,0,2016
Illinois,Cities,Aurora,Gender,0,2016
Illinois,Cities,Aurora,Gender Identity,0,2016
Illinois,Cities,Berwyn,Race,3,2016
Illinois,Cities,Berwyn,Religion,0,2016
Illinois,Cities,Berwyn,Sexual orientation,0,2016
Illinois,Cities,Berwyn,Disability,0,2016
Illinois,Cities,Berwyn,Gender,0,2016
Illinois,Cities,Berwyn,Gender Identity,0,2016
Illinois,Cities,Bradley,Race,3,2016
Illinois,Cities,Bradley,Religion,0,2016
Illinois,Cities,Bradley,Sexual orientation,0,2016
Illinois,Cities,Bradley,Disability,0,2016
Illinois,Cities,Bradley,Gender,0,2016
Illinois,Cities,Bradley,Gender Identity,0,2016
Illinois,Cities,Braidwood,Race,1,2016
Illinois,Cities,Braidwood,Religion,0,2016
Illinois,Cities,Braidwood,Sexual orientation,0,2016
Illinois,Cities,Braidwood,Disability,0,2016
Illinois,Cities,Braidwood,Gender,0,2016
Illinois,Cities,Braidwood,Gender Identity,0,2016
Illinois,Cities,Centralia,Race,1,2016
Illinois,Cities,Centralia,Religion,0,2016
Illinois,Cities,Centralia,Sexual orientation,0,2016
Illinois,Cities,Centralia,Disability,0,2016
Illinois,Cities,Centralia,Gender,0,2016
Illinois,Cities,Centralia,Gender Identity,0,2016
Illinois,Cities,Champaign,Race,1,2016
Illinois,Cities,Champaign,Religion,0,2016
Illinois,Cities,Champaign,Sexual orientation,1,2016
Illinois,Cities,Champaign,Disability,0,2016
Illinois,Cities,Champaign,Gender,0,2016
Illinois,Cities,Champaign,Gender Identity,0,2016
Illinois,Cities,Charleston,Race,1,2016
Illinois,Cities,Charleston,Religion,0,2016
Illinois,Cities,Charleston,Sexual orientation,0,2016
Illinois,Cities,Charleston,Disability,0,2016
Illinois,Cities,Charleston,Gender,0,2016
Illinois,Cities,Charleston,Gender Identity,0,2016
Illinois,Cities,Chicago,Race,26,2016
Illinois,Cities,Chicago,Religion,9,2016
Illinois,Cities,Chicago,Sexual orientation,14,2016
Illinois,Cities,Chicago,Disability,0,2016
Illinois,Cities,Chicago,Gender,0,2016
Illinois,Cities,Chicago,Gender Identity,2,2016
Illinois,Cities,Collinsville,Race,1,2016
Illinois,Cities,Collinsville,Religion,0,2016
Illinois,Cities,Collinsville,Sexual orientation,0,2016
Illinois,Cities,Collinsville,Disability,0,2016
Illinois,Cities,Collinsville,Gender,0,2016
Illinois,Cities,Collinsville,Gender Identity,0,2016
Illinois,Cities,Crete,Race,0,2016
Illinois,Cities,Crete,Religion,0,2016
Illinois,Cities,Crete,Sexual orientation,1,2016
Illinois,Cities,Crete,Disability,0,2016
Illinois,Cities,Crete,Gender,0,2016
Illinois,Cities,Crete,Gender Identity,0,2016
Illinois,Cities,Crystal Lake,Race,1,2016
Illinois,Cities,Crystal Lake,Religion,0,2016
Illinois,Cities,Crystal Lake,Sexual orientation,0,2016
Illinois,Cities,Crystal Lake,Disability,0,2016
Illinois,Cities,Crystal Lake,Gender,0,2016
Illinois,Cities,Crystal Lake,Gender Identity,0,2016
Illinois,Cities,De Kalb,Race,1,2016
Illinois,Cities,De Kalb,Religion,0,2016
Illinois,Cities,De Kalb,Sexual orientation,0,2016
Illinois,Cities,De Kalb,Disability,0,2016
Illinois,Cities,De Kalb,Gender,0,2016
Illinois,Cities,De Kalb,Gender Identity,0,2016
Illinois,Cities,Downers Grove,Race,1,2016
Illinois,Cities,Downers Grove,Religion,0,2016
Illinois,Cities,Downers Grove,Sexual orientation,0,2016
Illinois,Cities,Downers Grove,Disability,0,2016
Illinois,Cities,Downers Grove,Gender,0,2016
Illinois,Cities,Downers Grove,Gender Identity,0,2016
Illinois,Cities,Effingham,Race,1,2016
Illinois,Cities,Effingham,Religion,1,2016
Illinois,Cities,Effingham,Sexual orientation,0,2016
Illinois,Cities,Effingham,Disability,0,2016
Illinois,Cities,Effingham,Gender,0,2016
