State,Type,County,,Motivation,Crime Count
Iowa,Universities and Colleges,Iowa State University,,4th Quarter,0
Iowa,Nonmetropolitan Counties,Marshall,,Ancestry,1
Iowa,Nonmetropolitan Counties,Marshall,,Religion,0
Iowa,Nonmetropolitan Counties,Marshall,,Sexual orientation,0
Iowa,Nonmetropolitan Counties,Marshall,,Disability,0
Iowa,Nonmetropolitan Counties,Marshall,,Gender,0
Iowa,Nonmetropolitan Counties,Marshall,,Gender Identity,0
Iowa,Nonmetropolitan Counties,Marshall,,1st Quarter,1
Iowa,Nonmetropolitan Counties,Marshall,,2nd Quarter,0
Iowa,Nonmetropolitan Counties,Marshall,,3rd Quarter,0
Iowa,Nonmetropolitan Counties,Marshall,,4th Quarter,0
Kansas,Cities,Atchison,,Ancestry,1
Kansas,Cities,Atchison,,Religion,0
Kansas,Cities,Atchison,,Sexual orientation,0
Kansas,Cities,Atchison,,Disability,0
Kansas,Cities,Atchison,,Gender,0
Kansas,Cities,Atchison,,Gender Identity,0
Kansas,Cities,Atchison,,1st Quarter,0
Kansas,Cities,Atchison,,2nd Quarter,1
Kansas,Cities,Atchison,,3rd Quarter,0
Kansas,Cities,Atchison,,4th Quarter,0
Kansas,Cities,Augusta,,Ancestry,0
Kansas,Cities,Augusta,,Religion,0
Kansas,Cities,Augusta,,Sexual orientation,1
Kansas,Cities,Augusta,,Disability,0
Kansas,Cities,Augusta,,Gender,0
Kansas,Cities,Augusta,,Gender Identity,0
Kansas,Cities,Augusta,,1st Quarter,1
Kansas,Cities,Augusta,,2nd Quarter,0
Kansas,Cities,Augusta,,3rd Quarter,0
Kansas,Cities,Augusta,,4th Quarter,0
Kansas,Cities,Bel Aire,,Ancestry,2
Kansas,Cities,Bel Aire,,Religion,0
Kansas,Cities,Bel Aire,,Sexual orientation,0
Kansas,Cities,Bel Aire,,Disability,0
Kansas,Cities,Bel Aire,,Gender,0
Kansas,Cities,Bel Aire,,Gender Identity,0
Kansas,Cities,Bel Aire,,1st Quarter,0
Kansas,Cities,Bel Aire,,2nd Quarter,1
Kansas,Cities,Bel Aire,,3rd Quarter,1
Kansas,Cities,Bel Aire,,4th Quarter,0
Kansas,Cities,Belleville,,Ancestry,1
Kansas,Cities,Belleville,,Religion,0
Kansas,Cities,Belleville,,Sexual orientation,0
Kansas,Cities,Belleville,,Disability,0
Kansas,Cities,Belleville,,Gender,0
Kansas,Cities,Belleville,,Gender Identity,0
Kansas,Cities,Belleville,,1st Quarter,0
Kansas,Cities,Belleville,,2nd Quarter,0
Kansas,Cities,Belleville,,3rd Quarter,0
Kansas,Cities,Belleville,,4th Quarter,1
Kansas,Cities,Beloit,,Ancestry,0
Kansas,Cities,Beloit,,Religion,0
Kansas,Cities,Beloit,,Sexual orientation,1
Kansas,Cities,Beloit,,Disability,0
Kansas,Cities,Beloit,,Gender,0
Kansas,Cities,Beloit,,Gender Identity,0
Kansas,Cities,Beloit,,1st Quarter,0
Kansas,Cities,Beloit,,2nd Quarter,0
Kansas,Cities,Beloit,,3rd Quarter,0
Kansas,Cities,Beloit,,4th Quarter,1
Kansas,Cities,Burlington,,Ancestry,0
Kansas,Cities,Burlington,,Religion,1
Kansas,Cities,Burlington,,Sexual orientation,0
Kansas,Cities,Burlington,,Disability,0
Kansas,Cities,Burlington,,Gender,0
Kansas,Cities,Burlington,,Gender Identity,0
Kansas,Cities,Burlington,,1st Quarter,0
Kansas,Cities,Burlington,,2nd Quarter,0
Kansas,Cities,Burlington,,3rd Quarter,0
Kansas,Cities,Burlington,,4th Quarter,1
Kansas,Cities,Clay Center,,Ancestry,16
Kansas,Cities,Clay Center,,Religion,2
Kansas,Cities,Clay Center,,Sexual orientation,0
Kansas,Cities,Clay Center,,Disability,0
Kansas,Cities,Clay Center,,Gender,0
Kansas,Cities,Clay Center,,Gender Identity,0
Kansas,Cities,Clay Center,,1st Quarter,3
Kansas,Cities,Clay Center,,2nd Quarter,15
Kansas,Cities,Clay Center,,3rd Quarter,0
Kansas,Cities,Clay Center,,4th Quarter,0
Kansas,Cities,Coffeyville,,Ancestry,1
Kansas,Cities,Coffeyville,,Religion,1
Kansas,Cities,Coffeyville,,Sexual orientation,0
Kansas,Cities,Coffeyville,,Disability,0
Kansas,Cities,Coffeyville,,Gender,0
Kansas,Cities,Coffeyville,,Gender Identity,0
Kansas,Cities,Coffeyville,,1st Quarter,1
Kansas,Cities,Coffeyville,,2nd Quarter,0
Kansas,Cities,Coffeyville,,3rd Quarter,1
Kansas,Cities,Coffeyville,,4th Quarter,0
Kansas,Cities,Colby,,Ancestry,2
Kansas,Cities,Colby,,Religion,0
Kansas,Cities,Colby,,Sexual orientation,0
Kansas,Cities,Colby,,Disability,0
Kansas,Cities,Colby,,Gender,0
Kansas,Cities,Colby,,Gender Identity,0
Kansas,Cities,Colby,,1st Quarter,1
Kansas,Cities,Colby,,2nd Quarter,1
Kansas,Cities,Colby,,3rd Quarter,0
Kansas,Cities,Colby,,4th Quarter,0
Kansas,Cities,Concordia,,Ancestry,1
Kansas,Cities,Concordia,,Religion,1
Kansas,Cities,Concordia,,Sexual orientation,0
Kansas,Cities,Concordia,,Disability,0
Kansas,Cities,Concordia,,Gender,0
Kansas,Cities,Concordia,,Gender Identity,0
Kansas,Cities,Concordia,,1st Quarter,0
Kansas,Cities,Concordia,,2nd Quarter,1
Kansas,Cities,Concordia,,3rd Quarter,0
Kansas,Cities,Concordia,,4th Quarter,1
Kansas,Cities,Derby,,Ancestry,1
Kansas,Cities,Derby,,Religion,0
Kansas,Cities,Derby,,Sexual orientation,0
Kansas,Cities,Derby,,Disability,0
Kansas,Cities,Derby,,Gender,0
Kansas,Cities,Derby,,Gender Identity,0
Kansas,Cities,Derby,,1st Quarter,0
Kansas,Cities,Derby,,2nd Quarter,0
Kansas,Cities,Derby,,3rd Quarter,1
Kansas,Cities,Derby,,4th Quarter,0
Kansas,Cities,Dodge City,,Ancestry,3
Kansas,Cities,Dodge City,,Religion,0
Kansas,Cities,Dodge City,,Sexual orientation,0
Kansas,Cities,Dodge City,,Disability,0
Kansas,Cities,Dodge City,,Gender,0
Kansas,Cities,Dodge City,,Gender Identity,0
Kansas,Cities,Dodge City,,1st Quarter,1
Kansas,Cities,Dodge City,,2nd Quarter,1
Kansas,Cities,Dodge City,,3rd Quarter,0
Kansas,Cities,Dodge City,,4th Quarter,1
Kansas,Cities,Edwardsville,,Ancestry,1
Kansas,Cities,Edwardsville,,Religion,0
Kansas,Cities,Edwardsville,,Sexual orientation,0
Kansas,Cities,Edwardsville,,Disability,0
Kansas,Cities,Edwardsville,,Gender,0
Kansas,Cities,Edwardsville,,Gender Identity,0
Kansas,Cities,Edwardsville,,1st Quarter,0
Kansas,Cities,Edwardsville,,2nd Quarter,1
Kansas,Cities,Edwardsville,,3rd Quarter,0
Kansas,Cities,Edwardsville,,4th Quarter,0
Kansas,Cities,El Dorado,,Ancestry,1
Kansas,Cities,El Dorado,,Religion,0
Kansas,Cities,El Dorado,,Sexual orientation,0
Kansas,Cities,El Dorado,,Disability,0
Kansas,Cities,El Dorado,,Gender,0
Kansas,Cities,El Dorado,,Gender Identity,0
Kansas,Cities,El Dorado,,1st Quarter,1
Kansas,Cities,El Dorado,,2nd Quarter,0
Kansas,Cities,El Dorado,,3rd Quarter,0
Kansas,Cities,El Dorado,,4th Quarter,0
Kansas,Cities,Garden City,,Ancestry,0
Kansas,Cities,Garden City,,Religion,1
Kansas,Cities,Garden City,,Sexual orientation,0
Kansas,Cities,Garden City,,Disability,0
Kansas,Cities,Garden City,,Gender,0
Kansas,Cities,Garden City,,Gender Identity,0
Kansas,Cities,Garden City,,1st Quarter,0
Kansas,Cities,Garden City,,2nd Quarter,0
Kansas,Cities,Garden City,,3rd Quarter,1
Kansas,Cities,Garden City,,4th Quarter,0
Kansas,Cities,Goodland,,Ancestry,0
Kansas,Cities,Goodland,,Religion,1
Kansas,Cities,Goodland,,Sexual orientation,0
Kansas,Cities,Goodland,,Disability,0
Kansas,Cities,Goodland,,Gender,0
Kansas,Cities,Goodland,,Gender Identity,0
Kansas,Cities,Goodland,,1st Quarter,0
Kansas,Cities,Goodland,,2nd Quarter,1
Kansas,Cities,Goodland,,3rd Quarter,0
Kansas,Cities,Goodland,,4th Quarter,0
Kansas,Cities,Hays,,Ancestry,1
Kansas,Cities,Hays,,Religion,0
Kansas,Cities,Hays,,Sexual orientation,0
Kansas,Cities,Hays,,Disability,0
Kansas,Cities,Hays,,Gender,0
Kansas,Cities,Hays,,Gender Identity,0
Kansas,Cities,Hays,,1st Quarter,0
Kansas,Cities,Hays,,2nd Quarter,1
Kansas,Cities,Hays,,3rd Quarter,0
Kansas,Cities,Hays,,4th Quarter,0
Kansas,Cities,Hiawatha,,Ancestry,0
Kansas,Cities,Hiawatha,,Religion,2
Kansas,Cities,Hiawatha,,Sexual orientation,0
Kansas,Cities,Hiawatha,,Disability,0
Kansas,Cities,Hiawatha,,Gender,0
Kansas,Cities,Hiawatha,,Gender Identity,0
Kansas,Cities,Hiawatha,,1st Quarter,0
Kansas,Cities,Hiawatha,,2nd Quarter,1
Kansas,Cities,Hiawatha,,3rd Quarter,1
Kansas,Cities,Hiawatha,,4th Quarter,0
Kansas,Cities,Independence,,Ancestry,0
Kansas,Cities,Independence,,Religion,0
Kansas,Cities,Independence,,Sexual orientation,1
Kansas,Cities,Independence,,Disability,0
Kansas,Cities,Independence,,Gender,0
Kansas,Cities,Independence,,Gender Identity,0
Kansas,Cities,Independence,,1st Quarter,0
Kansas,Cities,Independence,,2nd Quarter,0
Kansas,Cities,Independence,,3rd Quarter,0
Kansas,Cities,Independence,,4th Quarter,1
Kansas,Cities,Junction City,,Ancestry,2
Kansas,Cities,Junction City,,Religion,1
Kansas,Cities,Junction City,,Sexual orientation,0
Kansas,Cities,Junction City,,Disability,0
Kansas,Cities,Junction City,,Gender,0
Kansas,Cities,Junction City,,Gender Identity,0
Kansas,Cities,Junction City,,1st Quarter,0
Kansas,Cities,Junction City,,2nd Quarter,1
Kansas,Cities,Junction City,,3rd Quarter,0
Kansas,Cities,Junction City,,4th Quarter,2
Kansas,Cities,Larned,,Ancestry,0
Kansas,Cities,Larned,,Religion,1
Kansas,Cities,Larned,,Sexual orientation,0
Kansas,Cities,Larned,,Disability,0
Kansas,Cities,Larned,,Gender,0
Kansas,Cities,Larned,,Gender Identity,0
Kansas,Cities,Larned,,1st Quarter,0
Kansas,Cities,Larned,,2nd Quarter,0
Kansas,Cities,Larned,,3rd Quarter,1
Kansas,Cities,Larned,,4th Quarter,0
Kansas,Cities,Leavenworth,,Ancestry,3
Kansas,Cities,Leavenworth,,Religion,2
Kansas,Cities,Leavenworth,,Sexual orientation,1
Kansas,Cities,Leavenworth,,Disability,0
Kansas,Cities,Leavenworth,,Gender,0
Kansas,Cities,Leavenworth,,Gender Identity,0
Kansas,Cities,Leavenworth,,1st Quarter,0
Kansas,Cities,Leavenworth,,2nd Quarter,4
Kansas,Cities,Leavenworth,,3rd Quarter,1
Kansas,Cities,Leavenworth,,4th Quarter,1
Kansas,Cities,Leon,,Ancestry,1
Kansas,Cities,Leon,,Religion,0
Kansas,Cities,Leon,,Sexual orientation,0
Kansas,Cities,Leon,,Disability,0
Kansas,Cities,Leon,,Gender,0
Kansas,Cities,Leon,,Gender Identity,0
Kansas,Cities,Leon,,1st Quarter,0
Kansas,Cities,Leon,,2nd Quarter,0
Kansas,Cities,Leon,,3rd Quarter,1
Kansas,Cities,Leon,,4th Quarter,0
Kansas,Cities,McPherson,,Ancestry,1
Kansas,Cities,McPherson,,Religion,0
Kansas,Cities,McPherson,,Sexual orientation,0
Kansas,Cities,McPherson,,Disability,0
Kansas,Cities,McPherson,,Gender,0
Kansas,Cities,McPherson,,Gender Identity,0
Kansas,Cities,McPherson,,1st Quarter,1
Kansas,Cities,McPherson,,2nd Quarter,0
Kansas,Cities,McPherson,,3rd Quarter,0
Kansas,Cities,McPherson,,4th Quarter,0
Kansas,Cities,Newton,,Ancestry,4
Kansas,Cities,Newton,,Religion,1
Kansas,Cities,Newton,,Sexual orientation,0
Kansas,Cities,Newton,,Disability,0
Kansas,Cities,Newton,,Gender,0
Kansas,Cities,Newton,,Gender Identity,0
Kansas,Cities,Newton,,1st Quarter,2
Kansas,Cities,Newton,,2nd Quarter,2
Kansas,Cities,Newton,,3rd Quarter,1
Kansas,Cities,Newton,,4th Quarter,0
Kansas,Cities,Olathe,,Ancestry,1
Kansas,Cities,Olathe,,Religion,1
Kansas,Cities,Olathe,,Sexual orientation,0
Kansas,Cities,Olathe,,Disability,0
Kansas,Cities,Olathe,,Gender,0
Kansas,Cities,Olathe,,Gender Identity,0
Kansas,Cities,Olathe,,1st Quarter,0
Kansas,Cities,Olathe,,2nd Quarter,1
Kansas,Cities,Olathe,,3rd Quarter,1
Kansas,Cities,Olathe,,4th Quarter,0
Kansas,Cities,Overland Park,,Ancestry,5
Kansas,Cities,Overland Park,,Religion,0
Kansas,Cities,Overland Park,,Sexual orientation,0
Kansas,Cities,Overland Park,,Disability,0
Kansas,Cities,Overland Park,,Gender,0
Kansas,Cities,Overland Park,,Gender Identity,0
Kansas,Cities,Overland Park,,1st Quarter,0
Kansas,Cities,Overland Park,,2nd Quarter,3
Kansas,Cities,Overland Park,,3rd Quarter,1
Kansas,Cities,Overland Park,,4th Quarter,1
Kansas,Cities,Pittsburg,,Ancestry,2
Kansas,Cities,Pittsburg,,Religion,0
Kansas,Cities,Pittsburg,,Sexual orientation,0
Kansas,Cities,Pittsburg,,Disability,0
Kansas,Cities,Pittsburg,,Gender,0
Kansas,Cities,Pittsburg,,Gender Identity,0
Kansas,Cities,Pittsburg,,1st Quarter,0
Kansas,Cities,Pittsburg,,2nd Quarter,0
Kansas,Cities,Pittsburg,,3rd Quarter,1
Kansas,Cities,Pittsburg,,4th Quarter,1
Kansas,Cities,Russell,,Ancestry,0
Kansas,Cities,Russell,,Religion,0
Kansas,Cities,Russell,,Sexual orientation,1
Kansas,Cities,Russell,,Disability,0
Kansas,Cities,Russell,,Gender,0
Kansas,Cities,Russell,,Gender Identity,0
Kansas,Cities,Russell,,1st Quarter,0
Kansas,Cities,Russell,,2nd Quarter,0
Kansas,Cities,Russell,,3rd Quarter,1
Kansas,Cities,Russell,,4th Quarter,0
Kansas,Cities,Salina,,Ancestry,2
Kansas,Cities,Salina,,Religion,1
Kansas,Cities,Salina,,Sexual orientation,1
Kansas,Cities,Salina,,Disability,0
Kansas,Cities,Salina,,Gender,0
Kansas,Cities,Salina,,Gender Identity,0
Kansas,Cities,Salina,,1st Quarter,0
Kansas,Cities,Salina,,2nd Quarter,1
Kansas,Cities,Salina,,3rd Quarter,2
Kansas,Cities,Salina,,4th Quarter,1
Kansas,Cities,Shawnee,,Ancestry,3
Kansas,Cities,Shawnee,,Religion,0
Kansas,Cities,Shawnee,,Sexual orientation,0
Kansas,Cities,Shawnee,,Disability,0
Kansas,Cities,Shawnee,,Gender,0
Kansas,Cities,Shawnee,,Gender Identity,0
Kansas,Cities,Shawnee,,1st Quarter,0
Kansas,Cities,Shawnee,,2nd Quarter,1
Kansas,Cities,Shawnee,,3rd Quarter,0
Kansas,Cities,Shawnee,,4th Quarter,2
Kansas,Cities,Spring Hill,,Ancestry,0
Kansas,Cities,Spring Hill,,Religion,1
Kansas,Cities,Spring Hill,,Sexual orientation,0
Kansas,Cities,Spring Hill,,Disability,0
Kansas,Cities,Spring Hill,,Gender,0
Kansas,Cities,Spring Hill,,Gender Identity,0
Kansas,Cities,Spring Hill,,1st Quarter,0
Kansas,Cities,Spring Hill,,2nd Quarter,0
Kansas,Cities,Spring Hill,,3rd Quarter,0
Kansas,Cities,Spring Hill,,4th Quarter,1
Kansas,Cities,Topeka,,Ancestry,1
Kansas,Cities,Topeka,,Religion,0
Kansas,Cities,Topeka,,Sexual orientation,0
Kansas,Cities,Topeka,,Disability,0
Kansas,Cities,Topeka,,Gender,0
Kansas,Cities,Topeka,,Gender Identity,0
Kansas,Cities,Topeka,,1st Quarter,0
Kansas,Cities,Topeka,,2nd Quarter, 
Kansas,Cities,Topeka,,3rd Quarter,1
Kansas,Cities,Topeka,,4th Quarter, 
Kansas,Cities,Wellington,,Ancestry,0
Kansas,Cities,Wellington,,Religion,1
Kansas,Cities,Wellington,,Sexual orientation,0
Kansas,Cities,Wellington,,Disability,0
Kansas,Cities,Wellington,,Gender,0
Kansas,Cities,Wellington,,Gender Identity,0
Kansas,Cities,Wellington,,1st Quarter,0
Kansas,Cities,Wellington,,2nd Quarter,0
Kansas,Cities,Wellington,,3rd Quarter,1
Kansas,Cities,Wellington,,4th Quarter,0
Kansas,Cities,Wichita,,Ancestry,6
Kansas,Cities,Wichita,,Religion,1
Kansas,Cities,Wichita,,Sexual orientation,0
Kansas,Cities,Wichita,,Disability,0
Kansas,Cities,Wichita,,Gender,0
Kansas,Cities,Wichita,,Gender Identity,0
Kansas,Cities,Wichita,,1st Quarter,0
Kansas,Cities,Wichita,,2nd Quarter,3
Kansas,Cities,Wichita,,3rd Quarter,3
Kansas,Cities,Wichita,,4th Quarter,1
Kansas,Universities and Colleges,Fort Hays State University,,Ancestry,1
Kansas,Universities and Colleges,Fort Hays State University,,Religion,0
Kansas,Universities and Colleges,Fort Hays State University,,Sexual orientation,0
Kansas,Universities and Colleges,Fort Hays State University,,Disability,0
Kansas,Universities and Colleges,Fort Hays State University,,Gender,0
Kansas,Universities and Colleges,Fort Hays State University,,Gender Identity,0
Kansas,Universities and Colleges,Fort Hays State University,,1st Quarter,0
Kansas,Universities and Colleges,Fort Hays State University,,2nd Quarter,0
Kansas,Universities and Colleges,Fort Hays State University,,3rd Quarter,0
Kansas,Universities and Colleges,Fort Hays State University,,4th Quarter,1
Kansas,Universities and Colleges,Kansas State University,,Ancestry,1
Kansas,Universities and Colleges,Kansas State University,,Religion,0
Kansas,Universities and Colleges,Kansas State University,,Sexual orientation,0
Kansas,Universities and Colleges,Kansas State University,,Disability,0
Kansas,Universities and Colleges,Kansas State University,,Gender,0
Kansas,Universities and Colleges,Kansas State University,,Gender Identity,0
Kansas,Universities and Colleges,Kansas State University,,1st Quarter,0
Kansas,Universities and Colleges,Kansas State University,,2nd Quarter,0
Kansas,Universities and Colleges,Kansas State University,,3rd Quarter,0
Kansas,Universities and Colleges,Kansas State University,,4th Quarter,1
Kansas,Universities and Colleges,University of Kansas,,Ancestry,1
Kansas,Universities and Colleges,University of Kansas,,Religion,0
Kansas,Universities and Colleges,University of Kansas,,Sexual orientation,0
Kansas,Universities and Colleges,University of Kansas,,Disability,0
Kansas,Universities and Colleges,University of Kansas,,Gender,0
Kansas,Universities and Colleges,University of Kansas,,Gender Identity,0
Kansas,Universities and Colleges,University of Kansas,,1st Quarter,0
Kansas,Universities and Colleges,University of Kansas,,2nd Quarter,0
Kansas,Universities and Colleges,University of Kansas,,3rd Quarter,0
Kansas,Universities and Colleges,University of Kansas,,4th Quarter,1
Kansas,Metropolitan Counties,Jefferson,,Ancestry,0
Kansas,Metropolitan Counties,Jefferson,,Religion,2
Kansas,Metropolitan Counties,Jefferson,,Sexual orientation,0
Kansas,Metropolitan Counties,Jefferson,,Disability,0
Kansas,Metropolitan Counties,Jefferson,,Gender,0
Kansas,Metropolitan Counties,Jefferson,,Gender Identity,0
Kansas,Metropolitan Counties,Jefferson,,1st Quarter,1
Kansas,Metropolitan Counties,Jefferson,,2nd Quarter,0
Kansas,Metropolitan Counties,Jefferson,,3rd Quarter,1
Kansas,Metropolitan Counties,Jefferson,,4th Quarter,0
Kansas,Metropolitan Counties,Leavenworth,,Ancestry,1
Kansas,Metropolitan Counties,Leavenworth,,Religion,0
Kansas,Metropolitan Counties,Leavenworth,,Sexual orientation,1
Kansas,Metropolitan Counties,Leavenworth,,Disability,0
Kansas,Metropolitan Counties,Leavenworth,,Gender,0
Kansas,Metropolitan Counties,Leavenworth,,Gender Identity,0
Kansas,Metropolitan Counties,Leavenworth,,1st Quarter,0
Kansas,Metropolitan Counties,Leavenworth,,2nd Quarter,2
Kansas,Metropolitan Counties,Leavenworth,,3rd Quarter,0
Kansas,Metropolitan Counties,Leavenworth,,4th Quarter,0
Kansas,Metropolitan Counties,Pottawatomie,,Ancestry,1
Kansas,Metropolitan Counties,Pottawatomie,,Religion,0
Kansas,Metropolitan Counties,Pottawatomie,,Sexual orientation,0
Kansas,Metropolitan Counties,Pottawatomie,,Disability,0
Kansas,Metropolitan Counties,Pottawatomie,,Gender,0
Kansas,Metropolitan Counties,Pottawatomie,,Gender Identity,0
Kansas,Metropolitan Counties,Pottawatomie,,1st Quarter,0
Kansas,Metropolitan Counties,Pottawatomie,,2nd Quarter,0
Kansas,Metropolitan Counties,Pottawatomie,,3rd Quarter,1
Kansas,Metropolitan Counties,Pottawatomie,,4th Quarter,0
Kansas,Metropolitan Counties,Riley County Police Department,,Ancestry,5
Kansas,Metropolitan Counties,Riley County Police Department,,Religion,1
Kansas,Metropolitan Counties,Riley County Police Department,,Sexual orientation,0
Kansas,Metropolitan Counties,Riley County Police Department,,Disability,0
Kansas,Metropolitan Counties,Riley County Police Department,,Gender,0
Kansas,Metropolitan Counties,Riley County Police Department,,Gender Identity,0
Kansas,Metropolitan Counties,Riley County Police Department,,1st Quarter,0
Kansas,Metropolitan Counties,Riley County Police Department,,2nd Quarter,2
Kansas,Metropolitan Counties,Riley County Police Department,,3rd Quarter,4
Kansas,Metropolitan Counties,Riley County Police Department,,4th Quarter,0
Kansas,Metropolitan Counties,Sedgwick,,Ancestry,1
Kansas,Metropolitan Counties,Sedgwick,,Religion,0
Kansas,Metropolitan Counties,Sedgwick,,Sexual orientation,0
Kansas,Metropolitan Counties,Sedgwick,,Disability,0
Kansas,Metropolitan Counties,Sedgwick,,Gender,1
Kansas,Metropolitan Counties,Sedgwick,,Gender Identity,0
Kansas,Metropolitan Counties,Sedgwick,,1st Quarter,1
Kansas,Metropolitan Counties,Sedgwick,,2nd Quarter,1
Kansas,Metropolitan Counties,Sedgwick,,3rd Quarter,0
Kansas,Metropolitan Counties,Sedgwick,,4th Quarter,0
Kansas,Metropolitan Counties,Shawnee,,Ancestry,2
Kansas,Metropolitan Counties,Shawnee,,Religion,0
Kansas,Metropolitan Counties,Shawnee,,Sexual orientation,0
Kansas,Metropolitan Counties,Shawnee,,Disability,0
Kansas,Metropolitan Counties,Shawnee,,Gender,0
Kansas,Metropolitan Counties,Shawnee,,Gender Identity,0
Kansas,Metropolitan Counties,Shawnee,,1st Quarter,0
Kansas,Metropolitan Counties,Shawnee,,2nd Quarter,2
Kansas,Metropolitan Counties,Shawnee,,3rd Quarter,0
Kansas,Metropolitan Counties,Shawnee,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Anderson,,Ancestry,1
Kansas,Nonmetropolitan Counties,Anderson,,Religion,0
Kansas,Nonmetropolitan Counties,Anderson,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Anderson,,Disability,0
Kansas,Nonmetropolitan Counties,Anderson,,Gender,0
Kansas,Nonmetropolitan Counties,Anderson,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Anderson,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Anderson,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Anderson,,3rd Quarter,1
Kansas,Nonmetropolitan Counties,Anderson,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Barton,,Ancestry,0
Kansas,Nonmetropolitan Counties,Barton,,Religion,1
Kansas,Nonmetropolitan Counties,Barton,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Barton,,Disability,0
Kansas,Nonmetropolitan Counties,Barton,,Gender,0
Kansas,Nonmetropolitan Counties,Barton,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Barton,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Barton,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Barton,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Barton,,4th Quarter,1
Kansas,Nonmetropolitan Counties,Cherokee,,Ancestry,1
Kansas,Nonmetropolitan Counties,Cherokee,,Religion,0
Kansas,Nonmetropolitan Counties,Cherokee,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Cherokee,,Disability,0
Kansas,Nonmetropolitan Counties,Cherokee,,Gender,0
Kansas,Nonmetropolitan Counties,Cherokee,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Cherokee,,1st Quarter,1
Kansas,Nonmetropolitan Counties,Cherokee,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Cherokee,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Cherokee,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Gray,,Ancestry,1
Kansas,Nonmetropolitan Counties,Gray,,Religion,0
Kansas,Nonmetropolitan Counties,Gray,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Gray,,Disability,0
Kansas,Nonmetropolitan Counties,Gray,,Gender,0
Kansas,Nonmetropolitan Counties,Gray,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Gray,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Gray,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Gray,,3rd Quarter,1
Kansas,Nonmetropolitan Counties,Gray,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Kingman,,Ancestry,1
Kansas,Nonmetropolitan Counties,Kingman,,Religion,0
Kansas,Nonmetropolitan Counties,Kingman,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Kingman,,Disability,0
Kansas,Nonmetropolitan Counties,Kingman,,Gender,0
Kansas,Nonmetropolitan Counties,Kingman,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Kingman,,1st Quarter,1
Kansas,Nonmetropolitan Counties,Kingman,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Kingman,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Kingman,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Lyon,,Ancestry,1
Kansas,Nonmetropolitan Counties,Lyon,,Religion,0
Kansas,Nonmetropolitan Counties,Lyon,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Lyon,,Disability,0
Kansas,Nonmetropolitan Counties,Lyon,,Gender,0
Kansas,Nonmetropolitan Counties,Lyon,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Lyon,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Lyon,,2nd Quarter,1
Kansas,Nonmetropolitan Counties,Lyon,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Lyon,,4th Quarter, 
Kansas,Nonmetropolitan Counties,Marion,,Ancestry,0
Kansas,Nonmetropolitan Counties,Marion,,Religion,1
Kansas,Nonmetropolitan Counties,Marion,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Marion,,Disability,0
Kansas,Nonmetropolitan Counties,Marion,,Gender,0
Kansas,Nonmetropolitan Counties,Marion,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Marion,,1st Quarter,1
Kansas,Nonmetropolitan Counties,Marion,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Marion,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Marion,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Marshall,,Ancestry,1
Kansas,Nonmetropolitan Counties,Marshall,,Religion,0
Kansas,Nonmetropolitan Counties,Marshall,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Marshall,,Disability,0
Kansas,Nonmetropolitan Counties,Marshall,,Gender,0
Kansas,Nonmetropolitan Counties,Marshall,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Marshall,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Marshall,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Marshall,,3rd Quarter,1
